index,carat,cut,color,clarity,depth,table,x,y,z
1843,1.51,Ideal,F,VS2,62.4,53.0,7.37,7.32,4.58
1844,1.4,Ideal,J,VS2,62.2,57.0,7.17,7.08,4.43
1845,0.5,Very Good,J,SI2,60.7,57.0,5.11,5.13,3.11
1846,0.3,Very Good,G,SI1,61.0,57.0,4.31,4.34,2.64
1847,1.99,Good,J,VS2,62.9,61.0,7.91,8.06,4.99
1848,0.7,Ideal,G,VS2,61.9,56.0,5.68,5.7,3.52
1849,0.31,Very Good,F,VVS1,61.8,59.0,4.33,4.36,2.69
1850,1.0,Premium,F,VS2,61.9,59.0,6.36,6.41,3.95
1851,0.51,Very Good,H,SI1,62.0,57.0,5.11,5.19,3.19
1852,0.9,Ideal,H,VS2,61.9,55.0,6.22,6.19,3.84
1853,0.56,Ideal,G,SI1,61.2,59.0,5.26,5.32,3.24
1854,0.75,Ideal,E,VS2,61.9,57.0,5.81,5.83,3.6
1855,1.07,Very Good,H,SI1,60.4,58.0,6.67,6.73,4.05
1856,0.3,Very Good,F,VVS1,61.6,59.0,4.29,4.33,2.66
1857,0.3,Premium,D,SI1,61.3,60.0,4.32,4.26,2.63
1858,0.3,Very Good,G,VS1,60.8,56.0,4.35,4.37,2.65
1859,1.02,Ideal,H,SI2,61.8,55.0,6.51,6.47,4.01
1860,0.3,Ideal,D,VVS2,62.2,55.0,4.32,4.33,2.69
1861,0.28,Ideal,F,VVS2,62.2,53.0,4.22,4.23,2.63
1862,0.42,Good,E,SI1,63.6,61.0,4.73,4.7,3.0
1863,0.32,Premium,G,SI2,61.6,59.0,4.38,4.35,2.69
1864,1.01,Premium,J,SI2,61.2,59.0,6.43,6.37,3.92
1865,1.25,Premium,I,VS1,59.4,60.0,7.1,7.03,4.2
1866,0.31,Ideal,H,IF,60.0,57.0,4.41,4.39,2.64
1867,0.32,Good,F,VVS1,63.8,54.0,4.38,4.31,2.77
1868,0.31,Ideal,I,IF,62.0,54.0,4.36,4.42,2.72
1869,1.57,Very Good,G,SI2,61.1,61.0,7.43,7.46,4.55
1870,0.71,Very Good,I,VVS2,60.6,56.0,5.82,5.77,3.51
1871,0.92,Very Good,F,SI1,62.2,55.0,6.19,6.26,3.87
1872,0.51,Ideal,G,IF,62.9,58.0,5.07,5.11,3.2
1873,0.31,Ideal,E,VVS1,61.8,56.0,4.34,4.36,2.69
1874,0.4,Ideal,F,SI1,62.1,57.0,4.69,4.65,2.9
1875,0.91,Ideal,I,VS1,62.5,55.0,6.25,6.2,3.89
1876,0.71,Premium,F,SI1,62.2,58.0,5.74,5.67,3.55
1877,0.44,Ideal,I,VVS2,61.1,57.0,4.91,4.95,3.01
1878,1.01,Good,D,VS2,62.1,59.0,6.28,6.35,3.92
1879,0.32,Good,F,SI2,63.8,55.0,4.35,4.34,2.77
1880,1.52,Ideal,I,VVS1,62.3,55.0,7.32,7.37,4.58
1881,0.3,Good,G,VS2,58.5,64.0,4.42,4.37,2.57
1882,1.5,Fair,J,VS2,64.5,59.0,7.2,7.07,4.6
1883,1.23,Ideal,I,SI2,60.6,57.0,6.97,6.88,4.2
1884,0.7,Very Good,E,SI1,62.6,58.0,5.66,5.68,3.55
1885,0.38,Premium,G,SI1,60.0,60.0,4.65,4.72,2.81
1886,1.5,Premium,H,SI1,61.8,60.0,7.31,7.23,4.49
1887,0.3,Premium,E,IF,61.0,59.0,4.29,4.33,2.63
1888,0.96,Fair,E,SI2,53.1,63.0,6.73,6.65,3.55
1889,0.54,Ideal,E,SI2,60.6,57.0,5.28,5.25,3.19
1890,0.42,Very Good,D,SI1,60.8,59.0,4.82,4.85,2.94
1891,0.72,Ideal,F,VS1,60.7,57.0,5.79,5.87,3.54
1892,0.3,Ideal,F,SI1,60.9,55.0,4.34,4.38,2.66
1893,0.37,Ideal,F,VS1,61.1,56.0,4.64,4.65,2.84
1894,0.41,Very Good,G,VS1,60.0,61.0,4.77,4.86,2.89
1895,0.86,Ideal,D,SI2,60.2,56.0,6.16,6.19,3.72
1896,0.43,Ideal,G,VVS1,61.4,55.0,4.86,4.91,3.0
1897,1.01,Ideal,G,VS2,61.6,57.0,6.41,6.44,3.96
1898,0.41,Fair,I,VS1,65.3,58.0,4.62,4.66,3.03
1899,0.38,Premium,H,VS1,61.6,58.0,4.65,4.7,2.88
1900,0.8,Ideal,F,SI1,61.0,56.0,6.05,5.98,3.67
1901,0.36,Premium,D,SI2,60.0,58.0,4.58,4.62,2.76
1902,0.28,Ideal,E,VVS2,62.1,56.0,4.21,4.19,2.61
1903,0.31,Good,H,VS2,63.1,57.0,4.28,4.31,2.71
1904,0.39,Ideal,E,VS2,61.4,55.0,4.76,4.81,2.94
1905,0.91,Good,F,SI1,64.0,57.0,6.08,6.17,3.92
1906,0.71,Ideal,H,SI1,60.7,59.0,5.75,5.81,3.51
1907,0.38,Ideal,G,VS2,61.5,57.0,4.66,4.68,2.87
1908,0.9,Premium,H,VS2,63.0,61.0,6.14,6.05,3.84
1909,0.3,Ideal,E,VS2,61.5,55.0,4.31,4.28,2.64
1910,1.0,Fair,G,SI1,65.7,54.0,6.24,6.16,4.07
1911,1.06,Ideal,G,VS1,61.2,56.0,6.56,6.62,4.03
1912,0.3,Ideal,E,VVS2,61.4,57.0,4.34,4.32,2.66
1913,0.97,Good,F,SI2,59.1,62.0,6.49,6.54,3.85
1914,1.66,Very Good,G,VS2,63.2,56.0,7.61,7.49,4.77
1915,0.9,Premium,E,VS1,60.1,56.0,6.38,6.3,3.81
1916,0.5,Very Good,G,VVS2,62.2,61.0,5.07,5.09,3.16
1917,0.9,Premium,F,SI1,59.9,59.0,6.26,6.29,3.76
1918,0.35,Ideal,E,VS2,62.5,55.0,4.52,4.5,2.82
1919,0.58,Ideal,F,VS1,61.9,54.0,5.33,5.37,3.31
1920,0.78,Ideal,G,VS2,62.0,57.0,5.9,5.86,3.65
1921,0.36,Premium,D,SI2,63.0,59.0,4.52,4.49,2.84
1922,0.51,Very Good,H,VVS1,63.2,57.0,5.06,5.1,3.21
1923,0.72,Very Good,H,VS1,62.8,56.0,5.72,5.77,3.61
1924,0.32,Ideal,J,IF,62.2,56.0,4.37,4.41,2.73
1925,0.41,Premium,G,VS1,62.6,58.0,4.7,4.75,2.96
1926,0.4,Very Good,E,VS2,63.0,58.0,4.7,4.73,2.97
1927,0.8,Ideal,E,VS2,60.9,57.0,6.01,6.05,3.67
1928,2.0,Premium,I,VS2,60.7,60.0,8.02,8.07,4.88
1929,0.31,Ideal,E,VS1,61.6,57.0,4.35,4.32,2.67
1930,0.59,Premium,I,VVS1,62.8,58.0,5.34,5.3,3.34
1931,0.53,Good,I,SI1,65.5,59.0,5.01,5.06,3.3
1932,0.34,Ideal,G,IF,60.7,57.0,4.51,4.55,2.75
1933,1.51,Very Good,J,SI1,60.6,57.0,7.38,7.46,4.5
1934,0.7,Ideal,E,VS2,61.9,57.0,5.69,5.74,3.54
1935,1.63,Ideal,I,SI1,61.3,56.0,7.64,7.56,4.66
1936,0.8,Ideal,I,VS2,61.6,58.0,5.99,6.03,3.7
1937,0.78,Ideal,F,SI2,60.6,55.0,5.99,6.0,3.63
1938,0.31,Very Good,D,SI1,61.1,57.0,4.35,4.36,2.66
1939,1.37,Ideal,H,VS1,63.8,56.0,7.01,6.98,4.46
1940,0.57,Premium,G,VS1,62.4,58.0,5.32,5.29,3.31
1941,2.02,Premium,J,VS2,62.0,59.0,8.06,8.08,5.0
1942,0.62,Premium,F,VS2,61.4,59.0,5.5,5.47,3.37
1943,1.52,Ideal,G,VS2,62.1,56.0,7.39,7.34,4.57
1944,1.13,Ideal,G,SI2,60.8,56.0,6.64,6.72,4.06
1945,1.05,Very Good,H,VS1,59.5,56.0,6.62,6.68,3.96
1946,0.51,Premium,F,VVS1,62.6,57.0,5.1,5.06,3.18
1947,0.91,Very Good,F,VS1,62.4,59.0,6.15,6.16,3.84
1948,0.51,Ideal,H,VVS1,62.7,57.0,5.12,5.15,3.22
1949,0.91,Very Good,D,SI1,63.2,59.0,6.11,6.14,3.87
1950,1.01,Very Good,E,SI1,59.5,57.0,6.56,6.62,3.92
1951,0.75,Very Good,F,VS1,60.9,59.0,5.83,5.87,3.56
1952,0.9,Premium,G,VS2,60.6,61.0,6.19,6.13,3.73
1953,0.59,Very Good,D,SI1,62.8,57.0,5.32,5.38,3.36
1954,0.41,Ideal,D,SI1,60.8,57.0,4.8,4.84,2.93
1955,1.0,Good,G,VS2,63.7,59.0,6.38,6.33,4.05
1956,1.05,Premium,G,SI2,61.3,58.0,6.6,6.55,4.03
1957,0.33,Ideal,D,VS2,61.8,54.0,4.43,4.47,2.75
1958,0.38,Premium,I,VS2,61.8,59.0,4.61,4.64,2.86
1959,0.39,Ideal,D,VVS2,60.0,56.0,4.79,4.77,2.87
1960,0.5,Ideal,F,VS1,62.0,55.1,5.05,5.11,3.16
1961,1.51,Good,I,VS1,62.0,56.0,7.23,7.29,4.5
1962,1.02,Ideal,I,SI1,62.1,56.0,6.44,6.39,3.98
1963,0.39,Premium,F,VS2,58.4,62.0,4.79,4.76,2.79
1964,0.39,Ideal,G,VVS2,61.7,54.2,4.69,4.75,2.91
1965,0.5,Premium,D,VS2,60.2,57.0,5.21,5.15,3.12
1966,1.01,Very Good,D,VS2,63.1,58.0,6.34,6.38,4.01
1967,1.53,Premium,J,VS1,62.8,59.0,7.34,7.31,4.6
1968,0.72,Ideal,G,SI1,61.4,54.0,5.79,5.81,3.56
1969,0.95,Premium,G,SI2,59.5,56.0,6.41,6.36,3.8
1970,0.51,Ideal,G,VS1,60.9,56.0,5.16,5.19,3.15
1971,0.57,Premium,E,VS2,61.9,60.0,5.35,5.31,3.3
1972,1.51,Premium,F,VS2,61.1,59.0,7.37,7.32,4.49
1973,0.3,Very Good,D,SI2,63.2,57.0,4.24,4.21,2.67
1974,0.34,Ideal,D,VS2,60.8,57.0,4.52,4.5,2.74
1975,0.7,Very Good,F,SI1,58.4,63.0,5.77,5.84,3.39
1976,1.65,Ideal,D,SI2,61.5,56.0,7.63,7.69,4.71
1977,0.35,Ideal,F,VVS2,61.2,56.0,4.56,4.58,2.8
1978,1.64,Ideal,F,VS2,61.8,53.0,7.62,7.63,4.71
1979,0.79,Very Good,H,VS2,61.5,55.0,5.89,5.94,3.64
1980,0.9,Ideal,G,SI2,62.7,53.0,6.18,6.22,3.89
1981,0.72,Ideal,J,VS1,62.7,57.0,5.74,5.71,3.59
1982,0.35,Premium,H,VVS2,62.5,58.0,4.51,4.48,2.81
1983,0.31,Ideal,D,VS1,61.6,55.0,4.3,4.33,2.66
1984,0.3,Good,H,VS1,63.3,56.0,4.26,4.3,2.71
1985,1.46,Ideal,G,VS2,62.3,56.0,7.28,7.2,4.51
1986,0.37,Ideal,G,VS1,61.9,54.0,4.62,4.68,2.88
1987,0.42,Premium,H,SI1,59.5,57.0,5.11,4.78,2.94
1988,0.41,Ideal,D,VS2,62.2,57.0,4.72,4.76,2.95
1989,0.77,Ideal,E,SI1,62.5,56.0,5.87,5.91,3.68
1990,0.39,Ideal,F,VS2,61.2,57.0,4.69,4.73,2.88
1991,0.72,Very Good,E,SI1,60.0,57.0,5.8,5.84,3.49
1992,1.52,Ideal,F,SI2,61.8,58.0,7.38,7.4,4.57
1993,0.41,Ideal,G,SI2,62.1,53.6,4.75,4.79,2.96
1994,0.52,Ideal,F,VVS1,61.9,55.0,5.17,5.2,3.21
1995,1.17,Premium,H,SI1,62.5,57.0,6.79,6.75,4.23
1996,1.54,Ideal,J,VS1,62.2,59.0,7.34,7.38,4.58
1997,0.57,Ideal,I,VS1,62.2,55.0,5.28,5.33,3.3
1998,1.15,Ideal,G,SI2,62.8,57.0,6.7,6.65,4.19
1999,0.78,Very Good,G,VS2,62.6,58.0,5.81,5.89,3.66
2000,1.21,Ideal,H,SI1,62.6,53.0,6.87,6.8,4.28
2001,2.01,Premium,I,SI1,60.1,59.0,8.21,8.15,4.92
2002,1.22,Premium,G,SI1,63.0,57.0,6.84,6.74,4.28
2003,0.55,Good,E,SI1,63.1,58.0,5.2,5.23,3.29
2004,0.32,Premium,H,VS2,59.5,58.0,4.47,4.5,2.67
2005,0.32,Ideal,E,VVS2,62.4,56.0,4.43,4.39,2.75
2006,1.31,Premium,H,SI1,62.4,58.0,7.02,6.96,4.36
2007,0.9,Premium,H,I1,62.8,61.0,6.09,6.07,3.82
2008,1.27,Ideal,E,SI1,62.4,58.0,6.87,6.91,4.3
2009,0.31,Ideal,G,VVS2,61.8,56.0,4.36,4.31,2.68
2010,1.01,Good,G,SI1,62.2,65.0,6.34,6.3,3.93
2011,1.03,Very Good,H,SI1,61.4,57.0,6.45,6.54,3.99
2012,0.42,Ideal,G,VS1,62.0,55.0,4.83,4.78,2.98
2013,1.11,Ideal,I,SI2,61.6,54.0,6.66,6.72,4.12
2014,1.01,Ideal,F,SI1,62.0,57.0,6.38,6.42,3.97
2015,1.54,Premium,H,I1,62.0,60.0,7.32,7.4,4.56
2016,0.91,Good,I,VS2,64.3,58.0,6.09,6.05,3.9
2017,1.57,Ideal,H,VS2,61.5,54.0,7.47,7.5,4.61
2018,0.63,Premium,G,VS2,61.5,57.0,5.54,5.51,3.4
2019,0.61,Very Good,F,VVS2,60.5,58.5,5.44,5.64,3.34
2020,1.51,Very Good,G,VS2,63.3,60.0,7.28,7.2,4.58
2021,1.21,Ideal,I,VS1,61.7,53.0,6.89,6.92,4.26
2022,1.45,Premium,H,VS2,58.4,59.0,7.44,7.42,4.34
2023,1.07,Ideal,E,SI2,62.4,57.0,6.55,6.52,4.08
2024,0.32,Very Good,H,SI1,63.4,55.0,4.38,4.36,2.77
2025,1.02,Premium,H,I1,62.5,60.0,6.39,6.41,4.0
2026,0.32,Ideal,I,VS1,62.4,54.0,4.38,4.4,2.74
2027,0.31,Premium,H,VVS1,62.6,58.0,4.33,4.29,2.7
2028,1.14,Premium,I,VS1,62.3,59.0,6.69,6.64,4.15
2029,0.64,Ideal,E,VS2,62.0,55.0,5.52,5.55,3.43
2030,0.98,Ideal,F,SI1,62.7,55.0,6.37,6.27,3.96
2031,1.21,Very Good,H,VS1,60.4,59.0,6.88,6.97,4.18
2032,0.3,Ideal,F,VS2,61.6,57.0,4.3,4.33,2.66
2033,0.5,Good,F,VS2,59.7,63.0,5.08,5.1,3.04
2034,1.52,Very Good,G,VS2,63.4,58.0,7.31,7.24,4.61
2035,2.2,Premium,J,VS1,61.7,59.0,8.34,8.3,5.13
2036,1.12,Very Good,I,SI1,61.7,58.1,6.6,6.66,4.09
2037,0.33,Ideal,E,SI1,62.5,55.0,4.45,4.42,2.77
2038,0.27,Ideal,H,VS1,61.2,54.0,4.2,4.23,2.58
2039,2.02,Very Good,H,SI2,58.7,62.0,8.23,8.2,4.82
2040,1.01,Good,D,VS2,64.1,57.0,6.32,6.22,4.02
2041,0.38,Good,D,VS2,63.4,55.0,4.63,4.67,2.95
2042,0.7,Good,E,VS2,58.7,63.0,5.69,5.73,3.35
2043,2.01,Good,H,SI2,62.2,57.0,8.05,8.1,5.03
2044,0.3,Premium,D,VS2,62.3,58.0,4.32,4.29,2.68
2045,1.5,Good,H,SI1,61.0,59.0,7.31,7.39,4.48
2046,0.9,Premium,H,VS2,61.2,61.0,6.21,6.14,3.78
2047,0.34,Ideal,E,SI1,62.1,55.0,4.51,4.47,2.79
2048,0.5,Ideal,D,VS2,61.7,53.0,5.14,5.16,3.18
2049,0.33,Premium,G,VS1,61.6,60.0,4.41,4.46,2.73
2050,1.03,Very Good,J,SI2,63.1,57.0,6.41,6.43,4.05
2051,0.79,Premium,H,SI1,60.1,60.0,6.04,5.98,3.61
2052,0.41,Very Good,G,VVS1,60.0,59.0,4.83,4.84,2.9
2053,1.01,Very Good,E,VS2,61.9,55.0,6.38,6.44,3.97
2054,1.01,Premium,F,VS2,62.7,58.0,6.37,6.3,3.97
2055,0.56,Ideal,G,SI1,62.5,57.0,5.26,5.23,3.28
2056,0.7,Very Good,H,SI1,62.1,59.0,5.62,5.66,3.5
2057,0.51,Ideal,E,SI1,62.4,55.0,5.14,5.09,3.19
2058,1.01,Very Good,D,SI1,59.1,61.0,6.46,6.5,3.83
2059,0.54,Ideal,E,VVS2,61.1,56.0,5.26,5.31,3.22
2060,0.38,Ideal,G,VVS1,61.6,57.0,4.65,4.73,2.89
2061,0.5,Ideal,F,VS1,61.2,56.0,5.13,5.17,3.15
2062,0.3,Premium,E,SI1,62.1,60.0,4.29,4.27,2.66
2063,1.23,Very Good,G,SI2,61.0,63.0,6.91,6.85,4.2
2064,1.01,Premium,D,SI1,59.2,61.0,6.4,6.34,3.77
2065,1.0,Very Good,F,VS2,63.4,58.0,6.3,6.39,4.02
2066,0.31,Very Good,D,IF,62.0,56.0,4.33,4.35,2.69
2067,0.73,Very Good,E,SI1,61.3,58.0,5.76,5.83,3.55
2068,0.73,Ideal,E,SI1,62.8,57.0,5.73,5.74,3.6
2069,0.61,Ideal,E,VS2,61.3,55.0,5.48,5.45,3.35
2070,1.21,Fair,E,SI2,65.6,59.0,6.62,6.56,4.32
2071,0.39,Very Good,E,VS2,60.1,61.0,4.72,4.76,2.85
2072,1.08,Very Good,J,SI2,63.2,59.0,6.57,6.4,4.1
2073,0.8,Ideal,F,VS2,61.4,56.0,5.99,6.0,3.68
2074,1.7,Very Good,J,VVS1,62.9,60.0,7.56,7.61,4.77
2075,0.54,Ideal,E,VS2,61.7,55.0,5.24,5.27,3.24
2076,0.55,Ideal,F,VS2,60.9,56.0,5.3,5.34,3.24
2077,0.6,Ideal,E,SI1,61.5,56.0,5.39,5.51,3.35
2078,0.4,Ideal,H,VVS2,62.2,56.0,4.7,4.75,2.94
2079,0.72,Ideal,H,VS2,60.1,56.0,5.85,5.88,3.52
2080,0.28,Ideal,H,VS1,62.2,54.0,4.19,4.23,2.62
2081,0.7,Premium,H,VS1,62.3,60.0,5.65,5.61,3.51
2082,1.0,Ideal,F,VS2,61.7,58.0,6.37,6.43,3.95
2083,1.12,Premium,F,VS1,61.2,58.0,6.72,6.68,4.1
2084,1.04,Very Good,H,SI1,62.8,57.0,6.44,6.48,4.06
2085,1.0,Premium,F,SI1,59.4,62.0,6.55,6.52,3.88
2086,2.0,Good,H,VS2,63.8,59.0,7.88,8.01,5.07
2087,0.51,Premium,E,SI1,62.4,59.0,5.07,5.12,3.18
2088,0.31,Ideal,D,VS2,61.6,55.0,4.4,4.37,2.7
2089,0.41,Very Good,I,VVS1,62.0,56.0,4.75,4.77,2.95
2090,1.15,Very Good,G,VS2,62.9,58.0,6.62,6.7,4.19
2091,1.0,Fair,H,SI2,65.1,58.0,6.27,6.15,4.05
2092,0.54,Premium,D,SI1,60.4,60.0,5.22,5.24,3.16
2093,0.82,Ideal,I,SI1,61.8,55.0,6.0,6.03,3.72
2094,1.27,Ideal,I,SI1,62.4,56.0,6.95,6.9,4.32
2095,0.57,Premium,I,VS1,61.6,58.0,5.33,5.28,3.27
2096,0.36,Ideal,E,SI1,61.9,56.0,4.58,4.53,2.82
2097,0.79,Good,F,SI1,58.1,59.0,6.06,6.13,3.54
2098,0.31,Ideal,D,VS2,62.5,57.0,4.36,4.31,2.71
2099,0.32,Very Good,G,VVS1,61.4,55.0,4.41,4.45,2.72
2100,0.57,Premium,H,SI1,59.3,58.0,5.4,5.46,3.22
2101,0.23,Very Good,E,VVS1,61.3,60.0,3.95,4.01,2.44
2102,0.26,Very Good,H,VVS2,60.5,56.0,4.13,4.16,2.51
2103,0.41,Premium,J,VS1,61.3,59.0,4.78,4.74,2.92
2104,1.36,Ideal,H,SI1,61.5,56.0,7.12,7.16,4.39
2105,0.56,Very Good,G,VVS2,62.1,55.6,5.29,5.31,3.29
2106,1.4,Good,H,SI2,62.5,57.0,7.07,7.11,4.43
2107,0.28,Very Good,G,VS2,62.0,56.0,4.16,4.19,2.59
2108,1.16,Ideal,G,VS2,62.5,56.0,6.67,6.73,4.19
2109,0.5,Ideal,E,VS2,62.3,57.0,5.04,5.08,3.15
2110,0.54,Ideal,F,VVS2,60.7,56.0,5.27,5.3,3.21
2111,0.51,Good,D,SI2,63.9,55.0,5.04,5.1,3.24
2112,0.3,Ideal,E,VVS2,62.3,57.0,4.29,4.31,2.68
2113,0.9,Very Good,I,VS2,62.0,63.0,6.13,6.03,3.77
2114,1.01,Premium,F,SI1,61.8,59.0,6.41,6.34,3.94
2115,0.41,Ideal,F,VS1,61.9,55.0,4.8,4.76,2.96
2116,0.75,Very Good,G,SI1,62.3,59.0,5.77,5.81,3.61
2117,0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71
2118,0.3,Very Good,G,IF,63.0,53.0,4.24,4.3,2.69
2119,1.12,Premium,D,SI2,61.2,60.0,6.67,6.63,4.07
2120,0.6,Premium,E,SI1,63.0,60.0,5.44,5.39,3.41
2121,1.1,Ideal,E,I1,61.9,56.0,6.63,6.59,4.09
2122,1.55,Ideal,G,VS2,61.6,55.0,7.45,7.48,4.6
2123,1.14,Premium,G,SI1,62.3,59.0,6.66,6.69,4.16
2124,0.3,Very Good,G,VS2,62.1,57.0,4.27,4.29,2.66
2125,0.5,Ideal,F,SI1,61.3,56.0,5.13,5.09,3.13
2126,0.29,Very Good,G,VVS1,61.5,57.0,4.24,4.27,2.62
2127,1.02,Very Good,F,VS2,63.2,57.0,6.34,6.41,4.03
2128,1.01,Good,F,SI1,63.3,58.0,6.31,6.4,4.02
2129,1.51,Good,G,VS1,63.1,60.0,7.24,7.3,4.59
2130,1.02,Very Good,G,VS2,61.9,54.0,6.45,6.48,4.0
2131,0.7,Very Good,I,VVS2,60.1,63.0,5.81,5.74,3.47
2132,1.04,Ideal,G,SI2,61.4,57.0,6.48,6.54,4.0
2133,0.3,Ideal,H,IF,62.5,56.0,4.31,4.33,2.7
2134,1.01,Very Good,H,SI1,63.0,57.0,6.34,6.36,4.0
2135,0.31,Premium,H,VVS1,62.6,58.0,4.29,4.33,2.7
2136,1.01,Fair,D,VS2,65.2,57.0,6.23,6.19,4.05
2137,0.91,Fair,D,SI1,65.2,57.0,6.08,6.04,3.95
2138,0.4,Premium,D,SI1,62.5,61.0,4.69,4.66,2.92
2139,1.21,Premium,E,SI1,63.0,57.0,6.75,6.7,4.24
2140,0.63,Good,H,IF,59.3,62.0,5.66,5.7,3.37
2141,1.39,Ideal,G,VVS2,61.4,54.0,7.22,7.3,4.44
2142,0.42,Ideal,G,VS1,61.4,56.0,4.85,4.82,2.97
2143,0.9,Fair,G,SI1,72.9,54.0,5.74,5.67,4.16
2144,0.39,Premium,E,VS1,59.6,60.0,4.72,4.75,2.82
2145,1.1,Ideal,I,SI2,62.6,55.0,6.57,6.6,4.13
2146,1.12,Ideal,F,SI2,61.6,57.0,6.68,6.66,4.11
2147,0.27,Ideal,E,VS1,61.6,55.0,4.18,4.16,2.57
2148,0.91,Very Good,H,VS1,63.4,56.0,6.18,6.12,3.9
2149,1.6,Premium,G,VVS2,60.6,60.0,7.57,7.51,4.57
2150,0.33,Premium,G,VVS1,61.9,59.0,4.41,4.38,2.72
2151,1.1,Premium,G,VS2,59.6,60.0,6.72,6.7,4.0
2152,0.36,Ideal,I,SI2,62.1,54.0,4.56,4.58,2.84
2153,0.35,Ideal,E,VS2,62.0,55.0,4.52,4.54,2.81
2154,1.01,Ideal,E,SI2,61.5,55.0,6.44,6.51,3.98
2155,0.51,Ideal,G,VVS2,61.9,55.0,5.15,5.19,3.2
2156,1.06,Ideal,F,VVS2,62.1,57.0,6.54,6.5,4.05
2157,1.24,Ideal,J,SI1,61.8,57.0,6.92,6.86,4.26
2158,0.24,Very Good,E,VS1,62.4,59.0,3.94,3.98,2.47
2159,0.39,Good,J,VS1,63.5,58.0,4.59,4.64,2.93
2160,0.71,Premium,E,VS2,59.9,58.0,5.81,5.78,3.47
2161,1.3,Ideal,G,VVS2,62.0,57.0,7.03,6.96,4.34
2162,0.3,Good,E,VS1,63.2,57.0,4.26,4.29,2.7
2163,0.31,Premium,I,VS1,62.3,59.0,4.35,4.29,2.69
2164,0.55,Premium,E,VS2,59.1,60.0,5.35,5.31,3.15
2165,0.41,Ideal,I,VS2,62.0,57.0,4.74,4.77,2.95
2166,0.32,Very Good,G,VS2,62.8,58.0,4.31,4.35,2.72
2167,0.39,Premium,J,VS2,61.3,60.0,4.65,4.68,2.86
2168,0.3,Ideal,F,IF,62.1,55.0,4.32,4.35,2.69
2169,2.06,Ideal,J,SI2,61.9,55.0,8.19,8.23,5.08
2170,0.32,Ideal,F,VVS1,61.3,55.0,4.42,4.45,2.72
2171,1.25,Ideal,H,SI2,62.2,55.4,6.89,6.94,4.29
2172,0.3,Ideal,H,SI1,62.2,57.0,4.27,4.31,2.67
2173,0.7,Ideal,F,SI1,61.1,57.0,5.75,5.71,3.5
2174,0.3,Premium,G,SI1,59.7,60.0,4.39,4.35,2.61
2175,1.73,Premium,G,VS1,61.6,60.0,7.67,7.62,4.71
2176,1.52,Very Good,I,SI1,63.7,58.0,7.23,7.3,4.63
2177,1.01,Good,G,SI1,63.6,57.0,6.33,6.37,4.04
2178,0.52,Ideal,F,VVS2,60.8,55.0,5.21,5.25,3.19
2179,1.53,Ideal,I,VS2,61.7,57.0,7.36,7.41,4.56
2180,0.65,Very Good,I,VVS1,61.8,56.0,5.53,5.57,3.43
2181,1.17,Very Good,G,SI2,61.2,58.0,6.84,6.86,4.19
2182,0.31,Premium,D,SI2,60.1,58.0,4.4,4.38,2.64
2183,1.12,Ideal,G,VS2,60.8,57.0,6.74,6.69,4.08
2184,0.31,Premium,E,VS1,61.0,60.0,4.37,4.35,2.66
2185,0.51,Premium,H,VS2,58.5,61.0,5.26,5.23,3.07
2186,0.79,Premium,G,SI2,60.8,58.0,6.0,5.98,3.61
2187,0.42,Premium,E,SI1,62.7,59.0,4.78,4.79,3.0
2188,0.33,Ideal,H,VS1,61.5,56.0,4.47,4.44,2.74
2189,0.7,Ideal,F,VVS1,62.4,55.0,5.65,5.69,3.54
2190,1.03,Very Good,H,SI2,60.9,57.0,6.5,6.58,3.98
2191,1.51,Very Good,H,VVS2,63.1,59.0,7.28,7.26,4.59
2192,0.39,Ideal,D,VVS2,62.1,56.0,4.65,4.69,2.9
2193,0.55,Ideal,E,SI2,61.8,55.0,5.26,5.29,3.26
2194,1.08,Ideal,G,SI2,61.9,57.0,6.55,6.57,4.06
2195,1.5,Very Good,D,SI1,63.4,63.0,7.23,7.19,4.57
2196,0.4,Ideal,G,SI2,62.1,53.0,4.75,4.78,2.96
2197,1.21,Premium,E,SI2,58.8,58.0,7.07,6.91,4.11
2198,0.35,Very Good,F,VS1,60.3,58.6,4.56,4.59,2.76
2199,0.57,Ideal,E,VS2,61.0,54.0,5.39,5.43,3.3
2200,1.12,Ideal,G,SI2,62.2,55.0,6.68,6.64,4.14
2201,0.4,Very Good,F,VVS2,60.9,52.0,4.81,4.83,2.94
2202,0.7,Premium,F,VVS2,58.7,60.0,5.8,5.75,3.39
2203,1.2,Good,J,VS2,63.7,58.0,6.68,6.61,4.23
2204,0.5,Fair,G,SI1,65.0,59.0,4.99,4.97,3.24
2205,0.32,Ideal,G,VVS2,62.6,57.0,4.38,4.34,2.73
2206,0.34,Ideal,E,VS2,62.2,55.0,4.49,4.48,2.79
2207,0.34,Premium,G,VS2,60.2,58.0,4.52,4.55,2.73
2208,0.4,Ideal,G,SI1,61.0,55.0,4.76,4.81,2.92
2209,0.36,Ideal,D,VS2,61.8,55.0,4.58,4.61,2.84
2210,0.72,Ideal,H,SI1,61.8,54.0,5.76,5.8,3.57
2211,0.55,Ideal,E,VS2,59.3,57.0,5.43,5.39,3.21
2212,1.0,Premium,E,SI1,60.7,59.0,6.41,6.38,3.88
