index,carat,cut,color,clarity,depth,table,x,y,z,price
3186,0.31,Ideal,G,VVS1,59.5,56.0,4.41,4.43,2.63,816
3187,1.2,Premium,E,VS2,62.0,59.0,6.78,6.71,4.18,8279
3188,0.37,Premium,D,SI1,61.0,62.0,4.64,4.61,2.82,874
3189,0.42,Premium,E,SI1,60.0,58.0,4.89,4.85,2.92,926
3190,0.26,Ideal,E,VS1,62.3,57.0,4.05,4.08,2.53,556
3191,0.81,Very Good,E,VS2,62.8,57.0,5.9,5.95,3.72,3839
3192,0.31,Premium,E,VVS2,60.5,57.0,4.41,4.39,2.66,837
3193,0.38,Ideal,I,SI1,61.6,57.0,4.62,4.66,2.86,626
3194,0.3,Ideal,I,VVS1,62.2,54.0,4.29,4.35,2.68,532
3195,1.02,Ideal,E,VS1,60.1,57.0,6.52,6.59,3.94,8096
3196,0.62,Premium,E,VS2,60.0,59.0,5.58,5.56,3.34,2102
3197,0.65,Ideal,H,VVS2,61.6,58.0,5.56,5.6,3.44,2210
3198,0.51,Ideal,D,VS2,61.5,57.0,5.14,5.11,3.15,1882
3199,2.01,Premium,J,VS2,60.5,60.0,8.13,8.09,4.91,13400
3200,0.26,Premium,H,VVS2,62.4,58.0,4.07,4.04,2.53,600
3201,1.0,Very Good,G,SI1,63.3,60.0,6.33,6.24,3.98,4626
3202,0.39,Ideal,G,VVS1,62.3,57.0,4.7,4.64,2.91,1170
3203,1.51,Premium,F,IF,60.5,61.0,7.5,7.4,4.45,18102
3204,0.32,Ideal,J,IF,62.2,55.0,4.4,4.44,2.75,533
3205,1.0,Premium,G,VS1,61.9,60.0,6.39,6.31,3.93,5242
3206,0.79,Very Good,D,SI2,63.2,57.0,5.81,5.86,3.69,3081
3207,0.46,Ideal,D,VS1,62.6,56.0,4.92,4.95,3.09,1637
3208,0.45,Very Good,G,VVS2,61.4,61.0,4.89,4.95,3.02,1105
3209,0.7,Very Good,F,VS2,63.3,56.0,5.62,5.66,3.57,2593
3210,0.9,Good,G,VS1,63.6,58.0,6.12,6.09,3.88,4460
3211,1.01,Premium,H,VS2,62.3,58.0,6.45,6.36,3.99,4412
3212,1.01,Very Good,F,VS1,62.6,56.0,6.39,6.36,3.99,8081
3213,0.3,Ideal,H,VVS1,61.3,57.0,4.32,4.36,2.66,665
3214,1.51,Ideal,H,VS2,60.6,57.0,7.46,7.45,4.52,11540
3215,0.52,Ideal,E,VS2,61.4,54.0,5.23,5.2,3.2,1694
3216,0.33,Very Good,F,VVS2,62.5,59.0,4.4,4.47,2.77,810
3217,0.7,Ideal,E,VS2,62.1,54.0,5.69,5.72,3.54,2839
3218,0.39,Ideal,G,VS2,62.0,57.0,4.68,4.74,2.92,816
3219,1.02,Very Good,G,SI1,62.9,56.0,6.36,6.4,4.01,4704
3220,2.1,Ideal,I,SI1,61.6,57.0,8.24,8.15,5.05,12168
3221,0.41,Ideal,F,VS1,61.8,56.0,4.75,4.79,2.95,1007
3222,0.32,Premium,D,VVS2,61.5,60.0,4.41,4.37,2.7,990
3223,0.26,Ideal,H,IF,61.1,57.0,4.12,4.16,2.53,468
3224,0.51,Ideal,H,VS1,61.6,55.0,5.17,5.19,3.19,1668
3225,0.3,Ideal,I,VS2,62.4,55.0,4.32,4.34,2.7,407
3226,0.52,Premium,G,VVS2,61.1,59.0,5.2,5.15,3.16,2012
3227,1.5,Very Good,G,SI1,61.5,59.0,7.31,7.39,4.52,9645
3228,0.66,Ideal,E,SI2,62.4,56.0,5.61,5.55,3.48,1584
3229,0.71,Premium,J,VS2,60.1,61.0,5.82,5.77,3.48,1968
3230,0.35,Premium,E,VVS1,60.7,59.0,4.55,4.58,2.77,1044
3231,0.4,Ideal,J,IF,62.6,56.0,4.75,4.71,2.96,1063
3232,1.21,Very Good,H,VS2,62.8,57.0,6.77,6.82,4.27,6684
3233,0.5,Very Good,G,VS1,62.9,55.0,5.06,5.09,3.19,1592
3234,0.37,Ideal,G,VS2,61.4,56.0,4.63,4.65,2.85,671
3235,2.43,Premium,G,I1,61.7,60.0,8.54,8.49,5.25,9716
3236,0.7,Ideal,G,SI1,62.4,56.0,5.66,5.69,3.54,2478
3237,1.24,Very Good,F,VS2,60.9,60.0,6.96,6.93,4.23,8907
3238,2.05,Premium,I,VS1,60.6,60.0,8.21,8.18,4.97,17640
3239,0.45,Premium,I,SI1,62.2,58.0,4.89,4.86,3.03,941
3240,0.46,Ideal,E,VS1,62.2,54.0,4.9,4.94,3.06,1393
3241,0.4,Premium,G,SI1,62.0,59.0,4.74,4.71,2.93,900
3242,2.22,Very Good,I,SI2,63.2,57.0,8.28,8.23,5.22,16547
3243,0.61,Ideal,E,VS2,61.8,56.0,5.42,5.46,3.36,2556
3244,1.08,Ideal,F,VS2,61.9,55.0,6.58,6.64,4.09,7110
3245,0.51,Good,F,SI1,63.6,56.0,5.08,5.11,3.24,1220
3246,0.71,Ideal,H,VS1,62.8,57.0,5.65,5.72,3.57,2685
3247,0.7,Very Good,E,VS2,62.6,56.0,5.65,5.69,3.55,2513
3248,1.59,Premium,I,VS2,62.9,56.0,7.48,7.43,4.69,10471
3249,1.21,Premium,H,SI1,59.5,58.0,7.02,6.96,4.16,6025
3250,2.17,Premium,F,SI2,59.3,61.0,8.6,8.53,5.08,13084
3251,0.53,Premium,E,VS2,59.8,58.0,5.26,5.27,3.15,1721
3252,0.56,Premium,F,VS2,60.5,59.0,5.42,5.33,3.25,1935
3253,1.27,Premium,I,SI2,62.0,60.0,6.91,6.86,4.27,4836
3254,0.7,Ideal,G,VS2,62.1,55.0,5.63,5.61,3.49,2371
3255,1.51,Fair,H,VS2,64.9,53.0,7.28,7.24,4.71,7534
3256,0.32,Premium,G,VS2,62.6,59.0,4.33,4.36,2.72,561
3257,1.07,Premium,D,SI1,61.9,58.0,6.57,6.53,4.05,5704
3258,1.01,Very Good,G,SI1,63.7,60.0,6.31,6.35,4.03,5192
3259,0.41,Ideal,J,VS1,62.1,56.0,4.79,4.75,2.96,830
3260,0.51,Very Good,E,SI1,60.8,57.0,5.19,5.24,3.17,1438
3261,1.01,Premium,H,SI2,60.3,60.0,6.49,6.45,3.9,4412
3262,1.05,Good,F,SI2,63.6,59.0,6.4,6.36,4.06,3989
3263,0.32,Premium,F,VS2,59.4,58.0,4.44,4.48,2.65,645
3264,0.8,Very Good,F,VS1,63.7,56.0,5.87,5.9,3.75,3460
3265,0.97,Ideal,D,SI1,62.8,56.0,6.24,6.3,3.94,5028
3266,2.02,Very Good,J,SI1,63.5,60.0,7.98,7.93,5.05,12915
3267,0.57,Ideal,D,VS2,60.3,57.0,5.42,5.4,3.26,1718
3268,1.0,Premium,F,SI1,60.3,58.0,6.47,6.43,3.89,5292
3269,0.24,Very Good,I,VVS1,62.3,57.0,3.95,3.98,2.47,336
3270,0.35,Ideal,F,VS1,62.4,55.0,4.49,4.52,2.81,665
3271,0.6,Ideal,F,VVS2,63.0,55.0,5.39,5.37,3.39,2143
3272,0.3,Ideal,D,VS2,61.4,55.0,4.32,4.34,2.66,710
3273,0.4,Ideal,I,VVS1,60.5,57.0,4.76,4.79,2.89,842
3274,0.7,Fair,E,SI2,58.7,68.0,5.77,5.72,3.37,1723
3275,0.34,Very Good,H,VVS1,63.2,58.0,4.45,4.41,2.8,995
3276,0.9,Ideal,G,SI1,62.4,57.0,6.15,6.19,3.85,4059
3277,0.71,Good,I,SI1,60.9,64.0,5.72,5.67,3.47,2087
3278,0.38,Very Good,E,VS2,59.2,60.0,4.73,4.77,2.81,866
3279,0.7,Ideal,F,VS2,61.6,57.0,5.76,5.71,3.53,2657
3280,0.42,Ideal,H,VVS1,62.4,55.0,4.8,4.79,2.99,1142
3281,0.42,Premium,F,VS1,61.2,58.0,4.82,4.86,2.96,1031
3282,0.31,Ideal,G,VVS1,61.6,54.0,4.36,4.38,2.69,778
3283,0.93,Very Good,E,SI2,63.0,58.0,6.16,6.18,3.89,3746
3284,0.47,Fair,E,SI1,65.2,59.0,4.75,4.82,3.12,828
3285,0.4,Ideal,F,IF,61.9,54.0,4.75,4.81,2.96,1406
3286,1.2,Ideal,D,SI1,61.8,58.0,6.76,6.83,4.2,7508
3287,0.51,Premium,G,SI2,63.0,61.0,5.08,4.99,3.17,1056
3288,1.91,Fair,H,SI2,64.6,56.0,7.76,7.7,4.99,6632
3289,0.9,Premium,H,SI1,62.0,55.0,6.21,6.17,3.84,3377
3290,0.38,Premium,D,SI1,59.7,60.0,4.69,4.66,2.79,941
3291,1.02,Very Good,H,SI2,63.5,58.0,6.34,6.38,4.04,4004
3292,1.0,Premium,F,SI1,62.4,58.0,6.39,6.27,3.95,3528
3293,0.9,Premium,E,SI1,61.3,60.0,6.19,6.14,3.78,4209
3294,0.25,Ideal,F,IF,62.3,54.0,4.06,4.09,2.54,739
3295,2.01,Ideal,I,SI1,62.9,55.0,8.07,8.0,5.05,12606
3296,0.9,Good,E,SI1,63.9,57.0,6.12,6.08,3.9,3795
3297,0.72,Ideal,D,VS2,62.7,56.0,5.71,5.78,3.6,3219
3298,0.7,Ideal,E,SI1,61.4,57.0,5.71,5.75,3.52,2656
3299,0.61,Ideal,D,VVS1,62.1,56.0,5.46,5.43,3.38,4279
3300,0.33,Premium,H,VS2,62.8,59.0,4.44,4.38,2.77,668
3301,1.51,Very Good,I,VVS2,61.9,56.0,7.35,7.38,4.56,9416
3302,0.71,Very Good,J,VS1,63.3,57.0,5.59,5.69,3.57,2062
3303,0.27,Very Good,E,VVS2,61.9,58.0,4.1,4.14,2.55,575
3304,0.3,Ideal,F,IF,61.1,58.0,4.32,4.36,2.65,886
3305,0.59,Ideal,E,SI1,61.4,56.0,5.36,5.39,3.3,1664
3306,1.03,Good,H,SI1,63.3,57.0,6.39,6.41,4.05,4843
3307,0.41,Ideal,G,VS2,62.1,57.0,4.78,4.72,2.95,1061
3308,1.02,Premium,H,SI1,60.5,60.0,6.58,6.51,3.96,4884
3309,1.0,Very Good,E,VS2,61.9,57.0,6.35,6.38,3.94,6732
3310,0.32,Very Good,E,VS2,61.3,57.0,4.38,4.41,2.69,656
3311,1.74,Premium,G,VS1,61.7,58.0,7.78,7.69,4.77,17904
3312,0.5,Premium,D,SI2,62.6,58.0,5.04,4.96,3.13,1243
3313,0.53,Ideal,E,VS2,60.0,57.0,5.24,5.3,3.16,1721
3314,0.55,Ideal,F,VS1,61.2,56.0,5.33,5.28,3.25,2079
3315,1.52,Very Good,F,SI2,63.1,60.0,7.25,7.21,4.56,7320
3316,0.34,Ideal,D,SI2,61.4,56.0,4.5,4.55,2.78,481
3317,1.37,Premium,H,VS1,60.9,59.0,7.17,7.24,4.39,8424
3318,1.01,Ideal,G,SI1,62.3,56.0,6.42,6.38,3.99,5006
3319,2.42,Premium,J,SI2,58.5,59.0,8.85,8.82,5.17,16198
3320,0.24,Very Good,E,VS2,60.1,58.0,4.01,4.04,2.42,419
3321,0.72,Very Good,H,SI2,63.3,57.0,5.7,5.67,3.6,1698
3322,0.4,Premium,G,VVS2,59.7,58.0,4.8,4.78,2.86,1050
3323,0.81,Very Good,I,VS1,62.7,58.0,5.9,5.96,3.72,2950
3324,0.3,Premium,G,IF,60.0,59.0,4.32,4.34,2.6,895
3325,0.62,Very Good,E,SI2,63.4,56.0,5.4,5.45,3.44,1426
3326,2.22,Premium,I,VS2,60.5,59.0,8.41,8.37,5.08,14662
3327,0.73,Ideal,D,VS1,61.9,55.0,5.78,5.81,3.59,4258
3328,1.15,Ideal,E,SI1,60.2,57.0,6.8,6.77,4.09,6517
3329,0.38,Ideal,I,VS1,61.7,55.4,4.67,4.7,2.89,703
3330,1.2,Good,D,SI2,62.2,65.0,6.75,6.7,4.18,6344
3331,1.0,Premium,G,VVS1,62.9,53.0,6.39,6.32,4.0,7848
3332,0.3,Ideal,E,SI1,61.6,54.0,4.32,4.35,2.67,499
3333,0.86,Ideal,E,SI1,62.3,54.0,6.13,6.07,3.8,3456
3334,1.21,Premium,D,SI2,60.9,58.0,6.89,6.83,4.18,6031
3335,0.39,Ideal,G,SI1,60.5,56.0,4.77,4.79,2.89,866
3336,1.66,Premium,J,VVS2,62.6,59.0,7.58,7.54,4.73,10062
3337,0.31,Ideal,F,VS2,61.9,55.0,4.31,4.35,2.68,625
3338,0.79,Premium,F,SI1,62.8,55.0,5.94,5.88,3.71,2656
3339,1.21,Very Good,G,VVS2,60.4,56.0,6.96,6.91,4.19,9878
3340,0.51,Ideal,G,VS1,61.3,55.7,5.15,5.18,3.16,1595
3341,0.7,Very Good,E,VS1,58.4,59.0,5.83,5.91,3.43,2904
3342,1.06,Premium,J,SI2,62.0,58.0,6.53,6.45,4.04,3823
3343,2.04,Fair,E,SI2,65.4,55.0,7.87,7.93,5.17,12799
3344,0.67,Ideal,G,VS2,61.4,57.0,5.7,5.67,3.49,1910
3345,0.43,Ideal,G,VVS1,60.5,57.0,4.86,4.92,2.96,1207
3346,0.31,Ideal,E,SI1,60.6,56.0,4.39,4.42,2.67,595
3347,0.9,Very Good,I,VS1,63.2,57.0,6.1,6.05,3.84,3484
3348,1.51,Premium,J,VS2,62.3,59.0,7.35,7.31,4.57,7553
3349,0.71,Ideal,D,SI2,61.5,56.2,5.73,5.75,3.53,2564
3350,1.51,Good,F,SI1,59.5,58.0,7.35,7.44,4.4,14148
3351,0.29,Premium,I,VS2,62.4,58.0,4.23,4.2,2.63,429
3352,0.31,Ideal,E,IF,61.9,56.0,4.35,4.37,2.7,1060
3353,0.5,Very Good,E,VS1,61.4,55.0,5.09,5.14,3.14,1755
3354,0.23,Ideal,H,VS2,62.3,53.0,3.96,3.99,2.48,512
3355,0.72,Fair,G,VS1,66.4,57.0,5.6,5.51,3.69,2396
3356,0.76,Premium,F,SI2,61.8,58.0,5.83,5.88,3.62,2469
3357,0.6,Very Good,E,VS2,62.9,59.0,5.34,5.38,3.37,2085
3358,1.02,Fair,H,SI2,59.6,57.0,6.65,6.5,3.92,4398
3359,0.35,Very Good,E,VS2,60.2,60.0,4.54,4.57,2.74,669
3360,0.92,Premium,F,SI1,62.6,59.0,6.19,6.23,3.89,3749
3361,0.77,Ideal,E,SI2,60.7,55.0,6.01,5.95,3.63,2834
3362,0.43,Ideal,G,IF,61.2,57.0,4.81,4.86,2.96,1433
3363,0.71,Ideal,G,VVS2,62.5,57.0,5.73,5.7,3.57,3042
3364,1.01,Premium,G,VS1,62.4,59.0,6.38,6.35,3.97,6163
3365,0.41,Premium,F,VVS2,60.1,59.0,4.82,4.79,2.89,1192
3366,1.01,Premium,H,VS2,61.6,59.0,6.41,6.39,3.94,5260
3367,1.21,Ideal,H,VS1,62.7,56.0,6.79,6.84,4.27,6784
3368,0.76,Premium,D,VS2,61.7,59.0,5.87,5.9,3.63,3581
3369,2.02,Premium,I,VS2,61.2,60.0,8.22,8.13,5.0,11059
3370,0.53,Ideal,G,VVS1,61.8,56.0,5.19,5.24,3.22,1956
3371,1.13,Very Good,J,VS1,62.1,59.0,6.64,6.71,4.14,5370
3372,0.3,Ideal,G,IF,62.2,56.0,4.26,4.29,2.66,850
3373,0.32,Premium,D,SI1,60.8,58.0,4.44,4.41,2.69,756
3374,0.42,Ideal,F,VVS2,62.1,55.0,4.81,4.79,2.98,1221
3375,0.76,Ideal,G,VS2,61.5,55.0,5.92,5.88,3.63,3183
3376,1.5,Ideal,G,VS2,61.4,59.0,7.37,7.32,4.5,13428
3377,0.3,Premium,G,VVS1,61.7,58.0,4.3,4.26,2.64,1013
3378,0.48,Good,G,VS1,58.2,59.2,5.09,5.14,2.98,1228
3379,1.55,Premium,H,VS1,60.8,60.0,7.54,7.5,4.57,8593
3380,0.35,Ideal,D,VS1,63.0,57.0,4.51,4.48,2.83,990
3381,1.06,Ideal,G,SI2,62.2,55.0,6.56,6.53,4.07,4541
3382,0.71,Very Good,D,VS1,58.1,62.0,5.84,5.89,3.41,3145
3383,0.9,Fair,F,VS2,58.9,67.0,6.18,6.17,3.64,3992
3384,1.04,Ideal,I,VS2,61.8,55.0,6.5,6.54,4.03,5242
3385,1.21,Ideal,G,VS1,61.6,57.0,6.85,6.87,4.22,10685
3386,0.3,Ideal,H,VVS1,62.2,57.0,4.28,4.31,2.67,665
3387,1.1,Very Good,G,VVS2,60.5,55.7,6.7,6.76,4.07,9050
3388,1.2,Ideal,H,SI1,62.5,56.0,6.84,6.79,4.26,6742
3389,1.83,Premium,E,SI2,62.0,57.0,7.89,7.81,4.87,12492
3390,1.0,Good,F,VS2,61.1,61.0,6.38,6.45,3.92,6841
3391,0.32,Premium,H,VS2,60.5,59.0,4.43,4.39,2.67,648
3392,0.33,Premium,I,IF,62.0,58.0,4.46,4.44,2.76,891
3393,0.75,Very Good,H,SI2,63.0,58.0,5.76,5.79,3.64,2180
3394,1.05,Premium,H,VS2,61.1,58.0,6.57,6.53,4.0,5323
3395,0.71,Very Good,G,VVS2,60.8,58.0,5.75,5.77,3.5,2977
3396,0.3,Ideal,E,VVS1,62.5,57.0,4.27,4.3,2.68,862
3397,1.01,Good,D,SI2,63.8,61.0,6.13,6.06,3.89,3671
3398,0.41,Good,F,I1,63.8,57.0,4.69,4.72,3.0,503
3399,0.5,Premium,G,VS1,62.5,60.0,5.13,5.08,3.19,1583
3400,0.42,Good,G,VVS1,63.6,55.0,4.78,4.75,3.03,1235
3401,0.64,Ideal,G,SI1,61.6,55.0,5.55,5.59,3.43,1737
3402,1.12,Good,F,VVS2,57.9,57.0,6.86,6.83,3.96,8430
3403,0.53,Ideal,H,VS2,62.5,54.0,5.17,5.2,3.24,1353
3404,1.5,Good,J,SI1,64.0,56.0,7.21,7.16,4.6,5914
3405,0.91,Premium,F,VVS2,63.0,56.0,6.17,6.12,3.87,5708
3406,0.71,Very Good,F,SI1,64.0,58.0,5.59,5.66,3.6,2345
3407,0.72,Premium,H,VVS1,61.4,58.0,5.75,5.78,3.54,3137
3408,1.5,Premium,J,SI2,61.4,61.0,7.36,7.3,4.5,6750
3409,1.72,Premium,H,VS2,61.9,56.0,7.74,7.67,4.77,13122
3410,2.21,Premium,G,SI2,62.4,60.0,8.34,8.29,5.19,17525
3411,0.28,Ideal,G,IF,62.4,55.0,4.17,4.2,2.61,650
3412,0.96,Premium,H,SI2,59.2,61.0,6.42,6.36,3.78,3871
3413,0.5,Premium,D,VS2,61.2,60.0,5.08,5.12,3.12,1752
3414,0.28,Ideal,H,IF,63.0,55.0,4.14,4.19,2.62,586
3415,1.15,Premium,G,VS2,62.6,58.0,6.68,6.71,4.19,6557
3416,1.58,Ideal,H,SI1,61.4,56.0,7.53,7.46,4.6,10738
3417,0.41,Ideal,H,SI1,62.6,55.0,4.79,4.77,2.99,876
3418,2.5,Ideal,J,SI2,60.7,55.0,8.8,8.66,5.3,15990
3419,0.64,Good,F,VS2,59.3,60.7,5.59,5.66,3.34,2063
3420,1.12,Premium,G,SI1,59.8,58.0,6.79,6.76,4.05,5329
3421,0.3,Premium,D,SI2,61.0,61.0,4.31,4.25,2.61,574
3422,0.78,Premium,I,VS2,62.7,58.0,5.89,5.82,3.68,2646
3423,0.79,Ideal,H,VS2,62.0,56.0,5.91,5.93,3.67,2967
3424,1.16,Very Good,F,SI1,63.4,55.0,6.73,6.65,4.24,6301
3425,0.26,Ideal,H,VS1,62.3,54.0,4.07,4.11,2.55,482
3426,1.17,Ideal,J,SI1,62.3,55.0,6.74,6.77,4.21,4883
3427,1.17,Ideal,I,SI2,62.2,56.0,6.72,6.79,4.2,4488
3428,0.68,Premium,H,SI1,58.7,60.0,5.8,5.76,3.39,1708
3429,0.57,Ideal,G,VVS2,60.7,55.0,5.34,5.36,3.25,2095
3430,0.32,Ideal,G,VVS1,61.9,56.0,4.39,4.4,2.72,842
3431,0.42,Ideal,H,SI1,62.4,57.0,4.76,4.79,2.98,700
3432,0.32,Ideal,I,VS2,62.5,55.0,4.39,4.38,2.74,576
3433,1.6,Premium,F,SI2,60.5,60.0,7.55,7.52,4.56,8530
3434,0.53,Ideal,G,SI2,61.6,55.0,5.2,5.25,3.22,1171
3435,0.63,Ideal,H,VS1,61.2,57.0,5.5,5.55,3.37,2040
3436,0.33,Ideal,E,SI1,61.2,56.0,4.46,4.49,2.74,702
3437,0.74,Ideal,F,VS1,62.0,57.0,5.81,5.78,3.6,3593
3438,1.53,Very Good,E,SI1,62.6,57.0,7.25,7.41,4.59,12386
3439,1.01,Very Good,I,VS2,61.3,56.0,6.53,6.45,3.98,4438
3440,1.22,Premium,I,SI1,62.1,59.0,6.8,6.86,4.24,5368
3441,1.51,Ideal,I,SI1,62.2,56.0,7.36,7.27,4.55,7145
3442,0.76,Ideal,E,SI2,61.5,57.0,5.83,5.87,3.6,2680
3443,0.34,Ideal,E,VVS2,61.8,56.0,4.48,4.52,2.78,838
3444,0.33,Ideal,D,SI2,62.4,57.0,4.39,4.42,2.75,492
3445,0.4,Good,E,SI2,63.9,57.0,4.71,4.65,2.99,798
3446,0.43,Premium,G,IF,60.9,59.0,4.88,4.94,2.99,1433
3447,1.0,Premium,D,VS1,62.7,60.0,6.36,6.31,3.97,8020
3448,0.27,Ideal,E,VS1,60.5,56.0,4.21,4.22,2.55,577
3449,0.32,Ideal,F,VVS1,60.4,57.0,4.41,4.43,2.67,854
3450,0.34,Ideal,F,VS2,61.4,55.0,4.54,4.52,2.78,856
3451,1.51,Ideal,G,SI1,61.1,57.0,7.46,7.4,4.54,11465
3452,1.22,Ideal,F,VVS2,62.2,54.0,6.83,6.87,4.26,11870
3453,1.5,Very Good,H,SI2,62.0,63.0,7.24,7.28,4.5,7161
3454,0.41,Ideal,I,IF,62.6,57.0,4.74,4.78,2.98,1007
3455,0.96,Very Good,F,SI1,60.6,62.0,6.35,6.39,3.86,4560
3456,0.43,Ideal,F,SI1,61.6,57.0,4.85,4.8,2.97,1016
3457,0.44,Very Good,D,SI1,62.9,58.0,4.82,4.85,3.04,849
3458,0.52,Very Good,G,VS1,62.2,63.0,5.22,5.13,3.22,1736
3459,1.24,Ideal,F,VVS2,62.0,57.0,6.86,6.91,4.27,12059
3460,1.12,Premium,F,SI2,60.5,59.0,6.73,6.79,4.09,4570
3461,0.79,Ideal,D,SI1,61.3,54.0,5.96,6.01,3.67,3328
3462,0.3,Ideal,F,SI1,62.1,55.0,4.31,4.35,2.69,475
3463,0.43,Very Good,F,SI1,62.5,56.0,4.82,4.85,3.02,792
3464,0.73,Very Good,F,SI1,61.4,56.0,5.81,5.86,3.58,2879
3465,1.0,Ideal,I,SI2,58.8,55.0,6.53,6.46,3.82,3629
3466,0.41,Ideal,D,VVS2,62.3,57.0,4.74,4.76,2.96,1295
3467,0.57,Ideal,H,IF,62.2,56.0,5.3,5.33,3.3,2195
3468,0.3,Ideal,E,VVS2,61.1,55.0,4.34,4.37,2.66,837
3469,0.73,Premium,F,SI1,62.1,58.0,5.74,5.72,3.56,2527
3470,1.01,Fair,F,SI2,64.8,55.0,6.37,6.26,4.1,3477
3471,0.62,Premium,H,IF,58.9,58.0,5.65,5.58,3.31,2389
3472,0.32,Ideal,D,SI1,62.5,54.0,4.41,4.39,2.75,756
3473,0.61,Ideal,I,VS2,62.0,57.0,5.43,5.46,3.37,1627
3474,1.04,Premium,D,SI2,61.9,58.0,6.54,6.49,4.03,4543
3475,0.4,Ideal,F,SI1,62.9,57.0,4.7,4.68,2.95,945
3476,1.51,Good,J,VS1,63.5,60.0,7.23,7.29,4.61,7848
3477,0.71,Ideal,E,VS2,62.2,56.0,5.7,5.75,3.56,3103
3478,1.05,Very Good,H,VS2,63.2,58.0,6.46,6.39,4.06,5292
3479,1.35,Ideal,G,VS1,61.5,56.0,7.12,7.15,4.39,10193
3480,1.5,Premium,E,VS2,62.3,60.0,7.27,7.2,4.51,14179
3481,0.5,Ideal,E,VS2,61.8,55.0,5.11,5.06,3.14,1746
3482,2.13,Ideal,I,SI2,62.0,55.0,8.25,8.27,5.12,15718
3483,0.7,Ideal,G,VS1,62.6,56.0,5.65,5.7,3.55,2670
3484,0.54,Ideal,F,VS2,60.3,55.0,5.26,5.32,3.19,1662
3485,1.22,Very Good,J,SI2,62.2,60.0,6.77,6.89,4.25,4058
3486,0.7,Very Good,G,VVS2,60.2,61.0,5.66,5.74,3.43,3052
3487,0.91,Very Good,G,VS2,62.7,63.0,6.05,6.0,3.78,3776
3488,1.55,Ideal,H,SI2,62.0,58.0,7.44,7.39,4.6,9044
3489,0.9,Fair,H,SI1,66.8,55.0,5.98,5.9,3.97,3145
3490,0.42,Premium,G,VS2,60.6,58.0,4.83,4.88,2.94,847
3491,0.51,Very Good,E,VVS2,61.4,59.0,5.1,5.16,3.15,2211
3492,0.3,Premium,F,VS2,60.6,60.0,4.39,4.36,2.65,776
3493,0.93,Very Good,G,SI1,62.5,57.8,6.15,6.28,3.87,3933
3494,0.44,Good,J,VS1,63.2,57.0,4.82,4.86,3.06,694
3495,1.01,Premium,F,SI2,62.0,59.0,6.49,6.43,4.01,4072
3496,0.51,Ideal,G,VS1,60.2,57.0,5.16,5.21,3.13,1632
3497,0.77,Ideal,D,SI1,62.6,57.0,5.81,5.92,3.67,2949
3498,1.72,Very Good,E,SI2,61.0,57.0,7.67,7.76,4.71,11638
3499,0.9,Good,F,SI2,57.9,62.0,6.23,6.35,3.64,3470
3500,1.25,Premium,F,I1,58.0,59.0,7.12,7.05,4.11,3724
3501,0.37,Very Good,D,SI1,61.0,62.0,4.61,4.64,2.82,681
3502,0.38,Ideal,H,SI1,61.2,56.0,4.7,4.74,2.89,697
3503,0.81,Ideal,J,VS2,62.1,56.0,5.92,5.97,3.69,2708
3504,0.9,Good,I,VS2,63.8,55.0,6.16,6.07,3.9,3246
3505,0.41,Ideal,D,VS1,61.0,57.0,4.82,4.78,2.93,1230
3506,2.25,Premium,I,SI1,60.1,60.0,8.55,8.51,5.13,18034
3507,0.5,Very Good,F,VS2,62.8,56.0,5.05,5.07,3.18,1436
3508,0.37,Premium,F,VS2,62.7,58.0,4.58,4.55,2.86,957
3509,0.36,Ideal,E,VS2,61.7,55.0,4.63,4.57,2.84,1013
3510,0.9,Very Good,D,SI1,61.2,60.0,6.14,6.19,3.77,4381
3511,0.57,Ideal,E,SI1,61.5,56.0,5.32,5.35,3.28,1436
3512,0.72,Premium,G,VVS2,60.7,60.0,5.8,5.87,3.54,2679
3513,1.53,Very Good,E,SI1,60.8,60.0,7.43,7.51,4.54,12386
3514,1.0,Premium,E,SI1,62.6,60.0,6.3,6.35,3.97,5445
3515,0.71,Premium,D,SI1,60.5,59.0,5.81,5.79,3.51,2743
3516,0.61,Very Good,E,VS1,61.1,58.0,5.47,5.52,3.36,2243
3517,0.74,Ideal,G,SI1,62.7,56.0,5.78,5.74,3.61,2309
3518,0.34,Very Good,E,VS2,58.8,59.0,4.56,4.59,2.69,745
3519,0.5,Good,F,VS2,61.3,61.0,5.05,5.1,3.11,1447
3520,1.53,Premium,E,SI1,60.8,60.0,7.51,7.43,4.54,12499
3521,0.36,Ideal,F,VS2,62.0,54.0,4.58,4.61,2.85,684
3522,0.34,Ideal,E,VS2,62.5,55.0,4.5,4.46,2.8,956
3523,1.12,Ideal,F,VS1,61.8,56.0,6.67,6.69,4.13,9007
3524,0.53,Very Good,F,SI2,62.5,57.0,5.11,5.17,3.21,1132
3525,0.38,Ideal,E,VVS2,61.9,57.0,4.65,4.63,2.87,1176
3526,0.3,Premium,F,VVS2,61.5,58.0,4.31,4.29,2.64,945
3527,0.55,Very Good,F,SI1,59.5,61.0,5.28,5.41,3.18,1410
3528,1.24,Very Good,I,SI1,62.5,57.0,6.84,6.89,4.29,5046
3529,1.51,Premium,H,SI2,63.0,59.0,7.26,7.16,4.54,7321
3530,0.32,Ideal,J,VS1,62.0,54.7,4.39,4.42,2.73,442
